date,exchange,year
2023-05-01,XHKG,2023
2023-05-26,XHKG,2023
2023-06-22,XHKG,2023
2023-07-17,XHKG,2023
2023-10-02,XHKG,2023
2023-10-23,XHKG,2023
2023-12-25,XHKG,2023
2023-12-26,XHKG,2023
2024-01-01,XHKG,2024
2024-02-12,XHKG,2024
2024-02-13,XHKG,2024
2024-03-29,XHKG,2024
2024-04-01,XHKG,2024
2024-04-04,XHKG,2024
2024-05-01,XHKG,2024
2024-05-15,XHKG,2024
2024-06-10,XHKG,2024
2024-07-01,XHKG,2024
2024-09-06,XHKG,2024
2024-09-18,XHKG,2024
2024-10-01,XHKG,2024
2024-10-11,XHKG,2024
2024-12-25,XHKG,2024
2024-12-26,XHKG,2024
2000-04-21,XETR,2000
2000-04-24,XETR,2000
2000-05-01,XETR,2000
2000-12-25,XETR,2000
2000-12-26,XETR,2000
2001-01-01,XETR,2001
2001-04-13,XETR,2001
2001-04-16,XETR,2001
2001-05-01,XETR,2001
2001-12-24,XETR,2001
2001-12-25,XETR,2001
2001-12-26,XETR,2001
2001-12-31,XETR,2001
2002-01-01,XETR,2002
2002-03-29,XETR,2002
2002-04-01,XETR,2002
2002-05-01,XETR,2002
2002-12-24,XETR,2002
2002-12-25,XETR,2002
2002-12-26,XETR,2002
2002-12-31,XETR,2002
2003-01-01,XETR,2003
2003-04-18,XETR,2003
2003-04-21,XETR,2003
2003-05-01,XETR,2003
2003-12-24,XETR,2003
2003-12-25,XETR,2003
2003-12-26,XETR,2003
2003-12-31,XETR,2003
2004-01-01,XETR,2004
2004-04-09,XETR,2004
2004-04-12,XETR,2004
2004-12-24,XETR,2004
2004-12-31,XETR,2004
2005-03-25,XETR,2005
2005-03-28,XETR,2005
2005-12-26,XETR,2005
2006-04-14,XETR,2006
2006-04-17,XETR,2006
2006-05-01,XETR,2006
2006-12-25,XETR,2006
2006-12-26,XETR,2006
2007-01-01,XETR,2007
2007-04-06,XETR,2007
2007-04-09,XETR,2007
2007-05-01,XETR,2007
2007-05-28,XETR,2007
2007-12-24,XETR,2007
2007-12-25,XETR,2007
2007-12-26,XETR,2007
2007-12-31,XETR,2007
2008-01-01,XETR,2008
2008-03-21,XETR,2008
2008-03-24,XETR,2008
2008-05-01,XETR,2008
2008-12-24,XETR,2008
2008-12-25,XETR,2008
2008-12-26,XETR,2008
2008-12-31,XETR,2008
2009-01-01,XETR,2009
2009-04-10,XETR,2009
2009-04-13,XETR,2009
2009-05-01,XETR,2009
2009-12-24,XETR,2009
2009-12-25,XETR,2009
2009-12-31,XETR,2009
2010-01-01,XETR,2010
2010-04-02,XETR,2010
2010-04-05,XETR,2010
2010-12-24,XETR,2010
2010-12-31,XETR,2010
2011-04-22,XETR,2011
2011-04-25,XETR,2011
2011-12-26,XETR,2011
2012-04-06,XETR,2012
2012-04-09,XETR,2012
2012-05-01,XETR,2012
2012-12-24,XETR,2012
2012-12-25,XETR,2012
2012-12-26,XETR,2012
2012-12-31,XETR,2012
2013-01-01,XETR,2013
2013-03-29,XETR,2013
2013-04-01,XETR,2013
2013-05-01,XETR,2013
2013-12-24,XETR,2013
2013-12-25,XETR,2013
2013-12-26,XETR,2013
2013-12-31,XETR,2013
2014-01-01,XETR,2014
2014-04-18,XETR,2014
2014-04-21,XETR,2014
2014-05-01,XETR,2014
2014-10-03,XETR,2014
2014-12-24,XETR,2014
2014-12-25,XETR,2014
2014-12-26,XETR,2014
2014-12-31,XETR,2014
2015-01-01,XETR,2015
2015-04-03,XETR,2015
2015-04-06,XETR,2015
2015-05-01,XETR,2015
2015-05-25,XETR,2015
2015-12-24,XETR,2015
2015-12-25,XETR,2015
2015-12-31,XETR,2015
2016-01-01,XETR,2016
2016-03-25,XETR,2016
2016-03-28,XETR,2016
2016-05-16,XETR,2016
2016-10-03,XETR,2016
2016-12-26,XETR,2016
2017-04-14,XETR,2017
2017-04-17,XETR,2017
2017-05-01,XETR,2017
2017-06-05,XETR,2017
2017-10-03,XETR,2017
2017-10-31,XETR,2017
2017-12-25,XETR,2017
2017-12-26,XETR,2017
2018-01-01,XETR,2018
2018-03-30,XETR,2018
2018-04-02,XETR,2018
2018-05-01,XETR,2018
2018-05-21,XETR,2018
2018-10-03,XETR,2018
2018-12-24,XETR,2018
2018-12-25,XETR,2018
2018-12-26,XETR,2018
2018-12-31,XETR,2018
2019-01-01,XETR,2019
2019-04-19,XETR,2019
2019-04-22,XETR,2019
2019-05-01,XETR,2019
2019-06-10,XETR,2019
2019-10-03,XETR,2019
2019-12-24,XETR,2019
2019-12-25,XETR,2019
2019-12-26,XETR,2019
2019-12-31,XETR,2019
2020-01-01,XETR,2020
2020-04-10,XETR,2020
2020-04-13,XETR,2020
2020-05-01,XETR,2020
2020-06-01,XETR,2020
2020-12-24,XETR,2020
2020-12-25,XETR,2020
2020-12-31,XETR,2020
2021-01-01,XETR,2021
2021-04-02,XETR,2021
2021-04-05,XETR,2021
2021-05-24,XETR,2021
2021-12-24,XETR,2021
2021-12-31,XETR,2021
2022-04-15,XETR,2022
2022-04-18,XETR,2022
2022-12-26,XETR,2022
2023-04-07,XETR,2023
2023-04-10,XETR,2023
2023-05-01,XETR,2023
2023-12-25,XETR,2023
2023-12-26,XETR,2023
2024-01-01,XETR,2024
2024-03-29,XETR,2024
2024-04-01,XETR,2024
2024-05-01,XETR,2024
2024-12-24,XETR,2024
2024-12-25,XETR,2024
2024-12-26,XETR,2024
2024-12-31,XETR,2024
2000-04-21,EUREX,2000
2000-04-24,EUREX,2000
2000-05-01,EUREX,2000
2000-12-25,EUREX,2000
2000-12-26,EUREX,2000
2001-01-01,EUREX,2001
2001-04-13,EUREX,2001
2001-04-16,EUREX,2001
2001-05-01,EUREX,2001
2001-12-25,EUREX,2001
2001-12-26,EUREX,2001
2002-01-01,EUREX,2002
2002-03-29,EUREX,2002
2002-04-01,EUREX,2002
2002-05-01,EUREX,2002
2002-12-25,EUREX,2002
2002-12-26,EUREX,2002
2003-01-01,EUREX,2003
2003-04-18,EUREX,2003
2003-04-21,EUREX,2003
2003-05-01,EUREX,2003
2003-12-25,EUREX,2003
2003-12-26,EUREX,2003
2004-01-01,EUREX,2004
2004-04-09,EUREX,2004
2004-04-12,EUREX,2004
2004-12-27,EUREX,2004
2004-12-28,EUREX,2004
2005-03-25,EUREX,2005
2005-03-28,EUREX,2005
2005-12-26,EUREX,2005
2005-12-27,EUREX,2005
2006-04-14,EUREX,2006
2006-04-17,EUREX,2006
2006-05-01,EUREX,2006
2006-12-25,EUREX,2006
2006-12-26,EUREX,2006
2007-01-01,EUREX,2007
2007-04-06,EUREX,2007
2007-04-09,EUREX,2007
2007-05-01,EUREX,2007
2007-12-25,EUREX,2007
2007-12-26,EUREX,2007
2008-01-01,EUREX,2008
2008-03-21,EUREX,2008
2008-03-24,EUREX,2008
2008-05-01,EUREX,2008
2008-12-25,EUREX,2008
2008-12-26,EUREX,2008
2009-01-01,EUREX,2009
2009-04-10,EUREX,2009
2009-04-13,EUREX,2009
2009-05-01,EUREX,2009
2009-12-25,EUREX,2009
2009-12-28,EUREX,2009
2010-01-01,EUREX,2010
2010-04-02,EUREX,2010
2010-04-05,EUREX,2010
2010-12-27,EUREX,2010
2010-12-28,EUREX,2010
2011-04-22,EUREX,2011
2011-04-25,EUREX,2011
2011-12-26,EUREX,2011
2011-12-27,EUREX,2011
2012-04-06,EUREX,2012
2012-04-09,EUREX,2012
2012-05-01,EUREX,2012
2012-12-25,EUREX,2012
2012-12-26,EUREX,2012
2013-01-01,EUREX,2013
2013-03-29,EUREX,2013
2013-04-01,EUREX,2013
2013-05-01,EUREX,2013
2013-12-25,EUREX,2013
2013-12-26,EUREX,2013
2014-01-01,EUREX,2014
2014-04-18,EUREX,2014
2014-04-21,EUREX,2014
2014-05-01,EUREX,2014
2014-12-25,EUREX,2014
2014-12-26,EUREX,2014
2015-01-01,EUREX,2015
2015-04-03,EUREX,2015
2015-04-06,EUREX,2015
2015-05-01,EUREX,2015
2015-12-25,EUREX,2015
2015-12-28,EUREX,2015
2016-01-01,EUREX,2016
2016-03-25,EUREX,2016
2016-03-28,EUREX,2016
2016-12-26,EUREX,2016
2016-12-27,EUREX,2016
2017-04-14,EUREX,2017
2017-04-17,EUREX,2017
2017-05-01,EUREX,2017
2017-12-25,EUREX,2017
2017-12-26,EUREX,2017
2018-01-01,EUREX,2018
2018-03-30,EUREX,2018
2018-04-02,EUREX,2018
2018-05-01,EUREX,2018
2018-12-25,EUREX,2018
2018-12-26,EUREX,2018
2019-01-01,EUREX,2019
2019-04-19,EUREX,2019
2019-04-22,EUREX,2019
2019-05-01,EUREX,2019
2019-12-25,EUREX,2019
2019-12-26,EUREX,2019
2020-01-01,EUREX,2020
2020-04-10,EUREX,2020
2020-04-13,EUREX,2020
2020-05-01,EUREX,2020
2020-12-25,EUREX,2020
2020-12-28,EUREX,2020
2021-01-01,EUREX,2021
2021-04-02,EUREX,2021
2021-04-05,EUREX,2021
2021-12-27,EUREX,2021
2021-12-28,EUREX,2021
2022-04-15,EUREX,2022
2022-04-18,EUREX,2022
2022-12-26,EUREX,2022
2022-12-27,EUREX,2022
2023-04-07,EUREX,2023
2023-04-10,EUREX,2023
2023-05-01,EUREX,2023
2023-12-25,EUREX,2023
2023-12-26,EUREX,2023
2024-01-01,EUREX,2024
2024-03-29,EUREX,2024
2024-04-01,EUREX,2024
2024-05-01,EUREX,2024
2024-12-25,EUREX,2024
2024-12-26,EUREX,2024
